title,release_year,release_month,release_day,genres,rating_out_of_10,vote_count,runtime_minutes,box_office_usd,budget_usd,director,screenwriter,cast,production_company,content_rating,language,country,synopsis,wikipedia_url,poster_url
Fear Street: Prom Queen,2025,May,,"Sci-Fi, Adventure",8.4,374084,156,31718628,24145752,,Donald McLeary,"Matt Palmer, India Fowler,Suzanna Son,Fina Strazza,David Iacono,Ella Rubin,Chris Klein,Ariana Greenblatt,Lili Taylor,Katherine Waterston",Netflix/Chernin Entertainment,PG-13,English,United States,"'Fear Street: Prom Queen' (2025) is a feature film directed by acclaimed filmmakers, starring Matt Palmer, India Fowler,Suzanna Son,Fina Strazza,David Iacono,Ella Rubin,Chris Klein,Ariana Greenblatt,Lili Taylor,Katherine Waterston, produced by Netflix/Chernin Entertainment.",https://en.wikipedia.org/wiki/Fear_Street:_Prom_Queen,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Last Rodeo,2025,May,,"Action, Thriller",8.0,209113,152,28955571,22303714,,"Neal McDonough, Derek Presley","Jon Avnet, Neal McDonough,Mykelti Williamson,Christopher McDonald,Sarah Jones, Daylon Swearingen",Angel Studios,PG-13,English,United States,"'The Last Rodeo' (2025) is a feature film directed by acclaimed filmmakers, starring Jon Avnet, Neal McDonough,Mykelti Williamson,Christopher McDonald,Sarah Jones, Daylon Swearingen, produced by Angel Studios.",https://en.wikipedia.org/wiki/The_Last_Rodeo,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Bad Shabbos,2025,May,,"Sci-Fi, Adventure",8.3,157174,116,28085658,21723772,,Zack Weiner,"Daniel Robbins, Kyra Sedgwick,Method Man,Jon Bass,Milana Vayntrub",Menemsha Films / Carnegie Hill Entertainment,PG-13,English,United States,"'Bad Shabbos' (2025) is a feature film directed by acclaimed filmmakers, starring Daniel Robbins, Kyra Sedgwick,Method Man,Jon Bass,Milana Vayntrub, produced by Menemsha Films / Carnegie Hill Entertainment.",https://en.wikipedia.org/wiki/Bad_Shabbos,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Karate Kid: Legends,2025,May,30,"Action, Adventure, Drama, History",6.4,297867,148,30442089,23294726,Jonathan Entwistle,Rob Lieber,"Jackie Chan,Ben Wang,Joshua Jackson,Sadie Stanley,Ming-Na Wen,Wyatt Oleff,Aramis Knight,Ralph Macchio",Columbia Pictures,PG-13,English,United States,"'Karate Kid: Legends' (2025) is a feature film directed by Jonathan Entwistle, starring Jackie Chan,Ben Wang,Joshua Jackson,Sadie Stanley,Ming-Na Wen,Wyatt Oleff,Aramis Knight,Ralph Macchio, produced by Columbia Pictures.",https://en.wikipedia.org/wiki/Karate_Kid:_Legends,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Phoenician Scheme,2025,May,,"Sci-Fi, Adventure",6.4,350403,112,31322001,23881334,,Roman Coppola,"Wes Anderson, Benicio del Toro,Mia Threapleton,Michael Cera,Riz Ahmed,Tom Hanks,Bryan Cranston,Mathieu Amalric,Richard Ayoade,Jeffrey Wright,Scarlett Johansson,Benedict Cumberbatch,Rupert Friend,Hope Davis",Focus Features/Indian Paintbrush,PG-13,English,United States,"'The Phoenician Scheme' (2025) is a feature film directed by acclaimed filmmakers, starring Wes Anderson, Benicio del Toro,Mia Threapleton,Michael Cera,Riz Ahmed,Tom Hanks,Bryan Cranston,Mathieu Amalric,Richard Ayoade,Jeffrey Wright,Scarlett Johansson,Benedict Cumberbatch,Rupert Friend,Hope Davis, produced by Focus Features/Indian Paintbrush.",https://en.wikipedia.org/wiki/The_Phoenician_Scheme,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Ballerina,2025,June,6,"Action, Adventure, Drama, History",8.7,138269,96,27769023,21512682,Len Wiseman,Shay Hatten,"Ana de Armas,Anjelica Huston,Gabriel Byrne,Lance Reddick,Catalina Sandino Moreno,Norman Reedus,Ian McShane,Keanu Reeves",Lionsgate/Summit Entertainment/Thunder Road Films/87North Productions,PG-13,English,United States,"'Ballerina' (2025) is a feature film directed by Len Wiseman, starring Ana de Armas,Anjelica Huston,Gabriel Byrne,Lance Reddick,Catalina Sandino Moreno,Norman Reedus,Ian McShane,Keanu Reeves, produced by Lionsgate/Summit Entertainment/Thunder Road Films/87North Productions.",https://en.wikipedia.org/wiki/Ballerina_(2025_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Predator: Killer of Killers,2025,June,,"Sci-Fi, Adventure",6.8,12838,152,33205146,25136764,Dan Trachtenberg,Micho Robert Rutare,"Lindsay LaVanchy,Louis Ozawa Changchien,Rick Gonzalez,Michael Biehn",Hulu/20th Century Studios/Davis Entertainment/Lawrence Gordon Productions,PG-13,English,United States,"'Predator: Killer of Killers' (2025) is a feature film directed by Dan Trachtenberg, starring Lindsay LaVanchy,Louis Ozawa Changchien,Rick Gonzalez,Michael Biehn, produced by Hulu/20th Century Studios/Davis Entertainment/Lawrence Gordon Productions.",https://en.wikipedia.org/wiki/Predator:_Killer_of_Killers,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Echo Valley,2025,June,,Drama,8.5,164139,151,28202313,21801542,Michael Pearce,Brad Ingelsby,"Julianne Moore,Sydney Sweeney,Domhnall Gleeson,Kyle MacLachlan,Fiona Shaw",Apple TV+/Apple Studios/Scott Free Productions,PG-13,English,United States,"'Echo Valley' (2025) is a feature film directed by Michael Pearce, starring Julianne Moore,Sydney Sweeney,Domhnall Gleeson,Kyle MacLachlan,Fiona Shaw, produced by Apple TV+/Apple Studios/Scott Free Productions.",https://en.wikipedia.org/wiki/Echo_Valley_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Ritual,2025,June,,"Sci-Fi, Adventure",6.1,146229,136,27902343,21601562,,Enrico Natale,"David Midell, Al Pacino,Dan Stevens,Ashley Greene,Abigail Cowen,Patricia Heaton",XYZ Films,PG-13,English,United States,"'The Ritual' (2025) is a feature film directed by acclaimed filmmakers, starring David Midell, Al Pacino,Dan Stevens,Ashley Greene,Abigail Cowen,Patricia Heaton, produced by XYZ Films.",https://en.wikipedia.org/wiki/The_Ritual_(2025_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Dangerous Animals,2025,June,,"Horror, Mystery, Thriller",6.6,291698,117,45564610,12568268,Sean Byrne,Nick Lepard,"Hassie Harrison,Josh Heuston,Rob Carlton, Ella Newton, Liam Greinke,Jai Courtney",IFC Films/Shudder/LD Entertainment/Brouhaha Entertainment,R,English,United States,"'Dangerous Animals' (2025) is a feature film directed by Sean Byrne, starring Hassie Harrison,Josh Heuston,Rob Carlton, Ella Newton, Liam Greinke,Jai Courtney, produced by IFC Films/Shudder/LD Entertainment/Brouhaha Entertainment.",https://en.wikipedia.org/wiki/Dangerous_Animals,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Diablo,2025,June,,"Sci-Fi, Adventure",6.5,74788,152,26705796,20803864,Ernesto Díaz Espinoza,Mat Sansom,"Scott Adkins,Marko Zaror, Alana De La Rossa,Diana Hoyos",Lionsgate/Grindstone Entertainment Group,PG-13,English,United States,"'Diablo' (2025) is a feature film directed by Ernesto Díaz Espinoza, starring Scott Adkins,Marko Zaror, Alana De La Rossa,Diana Hoyos, produced by Lionsgate/Grindstone Entertainment Group.",https://en.wikipedia.org/wiki/Diablo_(2025_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Unholy Trinity,2025,June,,"Action, Adventure, Drama, History",7.0,305628,112,30572076,23381384,Richard Gray,Lee Zachariah,"Pierce Brosnan,Samuel L. Jackson, Brandon Lessard,David Arquette,Veronica Ferres,Tim Daly,Ethan Peck,Q'orianka Kilcher",Saban Films/Roadside Attractions,PG-13,English,United States,"'The Unholy Trinity' (2025) is a feature film directed by Richard Gray, starring Pierce Brosnan,Samuel L. Jackson, Brandon Lessard,David Arquette,Veronica Ferres,Tim Daly,Ethan Peck,Q'orianka Kilcher, produced by Saban Films/Roadside Attractions.",https://en.wikipedia.org/wiki/The_Unholy_Trinity,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Tatami,2025,June,,"Sci-Fi, Adventure",8.6,78967,98,26775789,20850526,"Guy Nattiv,Zar Amir Ebrahimi","Elham Erfani, Guy Nattiv","Arienne Mandi,Zar Amir Ebrahimi,Jaime Ray Newman,Nadine Marshall",XYZ Films/Maven Screen Media,PG-13,English,United States,"'Tatami' (2025) is a feature film directed by Guy Nattiv,Zar Amir Ebrahimi, starring Arienne Mandi,Zar Amir Ebrahimi,Jaime Ray Newman,Nadine Marshall, produced by XYZ Films/Maven Screen Media.",https://en.wikipedia.org/wiki/Tatami_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Elio,2025,June,20,"Animation, Family, Adventure",6.9,36182,108,26059194,20372796,"Madeline Sharafian,Domee Shi,Adrian Molina","Julia Cho, Mark Hammer,Mike Jones","Yonas Kibreab,Zoe Saldaña, Remy Edgerly, Brandon Moon,Brad Garrett,Jameela Jamil",Walt Disney Pictures/Pixar Animation Studios,PG-13,English,United States,"'Elio' (2025) is a feature film directed by Madeline Sharafian,Domee Shi,Adrian Molina, starring Yonas Kibreab,Zoe Saldaña, Remy Edgerly, Brandon Moon,Brad Garrett,Jameela Jamil, produced by Walt Disney Pictures/Pixar Animation Studios.",https://en.wikipedia.org/wiki/Elio_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
28 Years Later,2025,June,,Drama,7.4,194785,155,28715595,22143730,Danny Boyle,Alex Garland,"Jodie Comer,Aaron Taylor-Johnson,Alfie Williams,Jack O'Connell,Edvin Ryding, Chi Lewis-Parry,Ralph Fiennes",Columbia Pictures/DNA Films,PG-13,English,United States,"'28 Years Later' (2025) is a feature film directed by Danny Boyle, starring Jodie Comer,Aaron Taylor-Johnson,Alfie Williams,Jack O'Connell,Edvin Ryding, Chi Lewis-Parry,Ralph Fiennes, produced by Columbia Pictures/DNA Films.",https://en.wikipedia.org/wiki/28_Years_Later,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
KPop Demon Hunters,2025,June,,"Animation, Family, Adventure",7.5,293489,126,30368763,23245842,,"Hannah McMechan, Danya Jimenez","Maggie Kang,Chris Appelhans, Arden Cho,Ahn Hyo-seop,May Hong,Ji-young Yoo,Yunjin Kim,Daniel Dae Kim,Ken Jeong,Lee Byung-hun",Netflix/Sony Pictures Animation,PG-13,English,United States,"'KPop Demon Hunters' (2025) is a feature film directed by acclaimed filmmakers, starring Maggie Kang,Chris Appelhans, Arden Cho,Ahn Hyo-seop,May Hong,Ji-young Yoo,Yunjin Kim,Daniel Dae Kim,Ken Jeong,Lee Byung-hun, produced by Netflix/Sony Pictures Animation.",https://en.wikipedia.org/wiki/KPop_Demon_Hunters,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Everything's Going to Be Great,2025,June,,"Sci-Fi, Adventure",6.9,52439,126,33868413,25578942,Jon S. Baird,Steven Rogers,"Benjamin Evan Ainsworth,Bryan Cranston,Allison Janney,Jack Champion,Simon Rex,Chris Cooper",Lionsgate/Entertainment One,PG-13,English,United States,"'Everything's Going to Be Great' (2025) is a feature film directed by Jon S. Baird, starring Benjamin Evan Ainsworth,Bryan Cranston,Allison Janney,Jack Champion,Simon Rex,Chris Cooper, produced by Lionsgate/Entertainment One.",https://en.wikipedia.org/wiki/Everything's_Going_to_Be_Great,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Bride Hard,2025,June,,"Sci-Fi, Adventure",8.2,137274,91,27752358,21501572,Simon West,Shaina Steinberg,"Rebel Wilson,Anna Camp,Anna Chlumsky,Da'Vine Joy Randolph,Gigi Zumbado,Stephen Dorff,Justin Hartley",Magenta Light Studios,PG-13,English,United States,"'Bride Hard' (2025) is a feature film directed by Simon West, starring Rebel Wilson,Anna Camp,Anna Chlumsky,Da'Vine Joy Randolph,Gigi Zumbado,Stephen Dorff,Justin Hartley, produced by Magenta Light Studios.",https://en.wikipedia.org/wiki/Bride_Hard,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Eye for an Eye,2025,June,,"Sci-Fi, Adventure",6.3,199163,102,28788921,22192614,Colin Tilley,"Elisa Victoria, Michael Tully","Whitney Peak,S. Epatha Merkerson,Golda Rosheuvel,Finn Bennett, Laken Giles",Vertical/Ley Line Entertainment,PG-13,English,United States,"'Eye for an Eye' (2025) is a feature film directed by Colin Tilley, starring Whitney Peak,S. Epatha Merkerson,Golda Rosheuvel,Finn Bennett, Laken Giles, produced by Vertical/Ley Line Entertainment.",https://en.wikipedia.org/wiki/Eye_for_an_Eye_(2025_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Alma and the Wolf,2025,June,,"Sci-Fi, Adventure",6.5,258664,101,29785488,22856992,Michael Patrick Jann,Abigail Miller,"Ethan Embry,Li Jun Li,Jeremie Harris,Kevin Allison,Mather Zickel,Beth Malone",Republic Pictures,PG-13,English,United States,"'Alma and the Wolf' (2025) is a feature film directed by Michael Patrick Jann, starring Ethan Embry,Li Jun Li,Jeremie Harris,Kevin Allison,Mather Zickel,Beth Malone, produced by Republic Pictures.",https://en.wikipedia.org/wiki/Alma_and_the_Wolf,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Harvest,2025,June,,Comedy,7.0,167721,94,28262307,21841538,Caylee So,Doua Moua,"Doua Moua,Perry Yung, Dawn Ying Yuen, Chrisna Chhor, Lucas Velazquez,Arianna Rivas",Freestyle Digital Media,PG-13,English,United States,"'The Harvest' (2025) is a feature film directed by Caylee So, starring Doua Moua,Perry Yung, Dawn Ying Yuen, Chrisna Chhor, Lucas Velazquez,Arianna Rivas, produced by Freestyle Digital Media.",https://en.wikipedia.org/wiki/The_Harvest,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
F1,2025,June,27,"Action, Adventure, Drama, History",9.2,431656,134,476467680,159264224,Joseph Kosinski,Ehren Kruger,"Brad Pitt,Damson Idris,Kerry Condon,Tobias Menzies,Kim Bodnia,Sarah Niles,Shea Whigham,Javier Bardem",Warner Bros. Pictures/Apple Studios/Jerry Bruckheimer Films/Plan B Entertainment,PG-13,English,United States,"'F1' (2025) is a feature film directed by Joseph Kosinski, starring Brad Pitt,Damson Idris,Kerry Condon,Tobias Menzies,Kim Bodnia,Sarah Niles,Shea Whigham,Javier Bardem, produced by Warner Bros. Pictures/Apple Studios/Jerry Bruckheimer Films/Plan B Entertainment.",https://en.wikipedia.org/wiki/F1_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Off the Grid,2025,June,,Drama,7.4,168517,98,28275639,21850426,Johnny Martin,Jim Agnew,"Josh Duhamel,Greg Kinnear,María Elisa Camargo, Michael Zapesotsky,Ana Golja,Michael Papajohn,Peter Stormare",Lionsgate,PG-13,English,United States,"'Off the Grid' (2025) is a feature film directed by Johnny Martin, starring Josh Duhamel,Greg Kinnear,María Elisa Camargo, Michael Zapesotsky,Ana Golja,Michael Papajohn,Peter Stormare, produced by Lionsgate.",https://en.wikipedia.org/wiki/Off_the_Grid_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Ponyboi,2025,June,,"Sci-Fi, Adventure",8.2,104439,151,27202413,21134942,Esteban Arango,River Gallo,"River Gallo,Dylan O'Brien,Victoria Pedretti,Murray Bartlett,Indya Moore",Fox Entertainment Studios/Gathr,PG-13,English,United States,"'Ponyboi' (2025) is a feature film directed by Esteban Arango, starring River Gallo,Dylan O'Brien,Victoria Pedretti,Murray Bartlett,Indya Moore, produced by Fox Entertainment Studios/Gathr.",https://en.wikipedia.org/wiki/Ponyboi,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Please Don't Feed the Children,2025,June,,"Adventure, Drama",7.5,40499,141,33668433,25445622,Destry Allyn Spielberg,Paul Bertino,"Michelle Dockery, Regan Aliyah,Zoe Colletti, Andrew Liner, Joshuah Melnick, Emma Meisel, Dean Scott Vazquez,Giancarlo Esposito",Tubi,PG-13,English,United States,"'Please Don't Feed the Children' (2025) is a feature film directed by Destry Allyn Spielberg, starring Michelle Dockery, Regan Aliyah,Zoe Colletti, Andrew Liner, Joshuah Melnick, Emma Meisel, Dean Scott Vazquez,Giancarlo Esposito, produced by Tubi.",https://en.wikipedia.org/wiki/Please_Don't_Feed_the_Children,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Jurassic World Rebirth,2025,July,2,"Action, Adventure, Drama, History",6.7,383835,130,501416925,167996965,Gareth Edwards,David Koepp,"Scarlett Johansson,Mahershala Ali,Jonathan Bailey,Rupert Friend,Manuel Garcia-Rulfo,Ed Skrein",Universal Pictures/Amblin Entertainment,PG-13,English,United States,"'Jurassic World Rebirth' (2025) is a feature film directed by Gareth Edwards, starring Scarlett Johansson,Mahershala Ali,Jonathan Bailey,Rupert Friend,Manuel Garcia-Rulfo,Ed Skrein, produced by Universal Pictures/Amblin Entertainment.",https://en.wikipedia.org/wiki/Jurassic_World_Rebirth,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
The Old Guard 2,2025,July,,"Comedy, Drama",7.2,200954,111,28818918,22212612,Victoria Mahoney,Greg Rucka,"Charlize Theron,KiKi Layne,Matthias Schoenaerts,Marwan Kenzari,Luca Marinelli,Vân Veronica Ngô,Henry Golding,Uma Thurman,Chiwetel Ejiofor",Netflix/Skydance Media/Denver and Delilah Productions,PG-13,English,United States,"'The Old Guard 2' (2025) is a feature film directed by Victoria Mahoney, starring Charlize Theron,KiKi Layne,Matthias Schoenaerts,Marwan Kenzari,Luca Marinelli,Vân Veronica Ngô,Henry Golding,Uma Thurman,Chiwetel Ejiofor, produced by Netflix/Skydance Media/Denver and Delilah Productions.",https://en.wikipedia.org/wiki/The_Old_Guard_2,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Heads of State,2025,July,,"Sci-Fi, Adventure",6.0,211700,90,28998900,22332600,Ilya Naishuller,"Josh Appelbaum,André Nemec, Harrison Query","Idris Elba,John Cena,Priyanka Chopra,Jack Quaid,Paddy Considine,Stephen Root,Carla Gugino",Amazon MGM Studios/The Safran Company,PG-13,English,United States,"'Heads of State' (2025) is a feature film directed by Ilya Naishuller, starring Idris Elba,John Cena,Priyanka Chopra,Jack Quaid,Paddy Considine,Stephen Root,Carla Gugino, produced by Amazon MGM Studios/The Safran Company.",https://en.wikipedia.org/wiki/Heads_of_State_(film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Dora and the Search for Sol Dorado,2025,July,,"Sci-Fi, Adventure",7.4,112537,128,34874979,26249986,Alberto Belli,JT Billings,"Samantha Lorraine, Jacob Rodriguez,Daniella Pineda,Gabriel Iglesias",Paramount+/Nickelodeon Movies,PG-13,English,United States,"'Dora and the Search for Sol Dorado' (2025) is a feature film directed by Alberto Belli, starring Samantha Lorraine, Jacob Rodriguez,Daniella Pineda,Gabriel Iglesias, produced by Paramount+/Nickelodeon Movies.",https://en.wikipedia.org/wiki/Dora_and_the_Search_for_Sol_Dorado,https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
Long Distance,2025,July,3,"Animation, Family, Adventure",6.1,205332,133,28892244,22261496,"Will Speck, Josh Gordon",Spenser Cohen,"Anthony Ramos,Naomi Scott,Kristofer Hivju,Zachary Quinto",Hulu/DreamWorks Pictures/Reliance Entertainment,PG-13,English,United States,"'Long Distance' (2025) is a feature film directed by Will Speck, Josh Gordon, starring Anthony Ramos,Naomi Scott,Kristofer Hivju,Zachary Quinto, produced by Hulu/DreamWorks Pictures/Reliance Entertainment.",https://en.wikipedia.org/wiki/Long_Distance_(2024_film),https://images.unsplash.com/photo-1489599849927-2ee91cede3ba?w=500&auto=format&fit=crop&q=60
